$1;1556116826807000000;f97678fc-374a-4fb1-8b1d-527d2f71e9cb;a3d17f3f-7693-4013-a2d4-e4f9b8fb9448;_FrlsUGRREemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116826533759595;1556116826769629491
$3;1556116826807000000;f97678fc-374a-4fb1-8b1d-527d2f71e9cb;a3d17f3f-7693-4013-a2d4-e4f9b8fb9448;_fgN6Z2BTEem3FetPjQjq2g;{"items.NUMBER_OF_ELEMENTS":6829,"orders.NUMBER_OF_ELEMENTS":303,"recommender.VALUE":"SLOPE_ONE",};<not set>;<not set>;_glnfYGBXEem3FetPjQjq2g;1556116826532406970;1556116826769660481
$1;1556116826808000000;d3b8d26a-96c5-4818-8016-a8a632f60ce7;126a75aa-52d7-4066-8da3-d5b88e80058e;_ddiwgGRPEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116826769692988;1556116826770694058
$1;1556116826808000000;d3b8d26a-96c5-4818-8016-a8a632f60ce7;126a75aa-52d7-4066-8da3-d5b88e80058e;_K2mOEGRQEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116826770695666;1556116826770817043
$1;1556116826808000000;d3b8d26a-96c5-4818-8016-a8a632f60ce7;126a75aa-52d7-4066-8da3-d5b88e80058e;_dFsbwGRQEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116826770817785;1556116826770887281
$1;1556116826809000000;d3b8d26a-96c5-4818-8016-a8a632f60ce7;126a75aa-52d7-4066-8da3-d5b88e80058e;_9OxRAGRQEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116826770887983;1556116826771554645
$1;1556116826809000000;d3b8d26a-96c5-4818-8016-a8a632f60ce7;126a75aa-52d7-4066-8da3-d5b88e80058e;_FrlsUGRREemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116826771557119;1556116826771558158
$3;1556116826809000000;d3b8d26a-96c5-4818-8016-a8a632f60ce7;126a75aa-52d7-4066-8da3-d5b88e80058e;_fgN6Z2BTEem3FetPjQjq2g;{"items.NUMBER_OF_ELEMENTS":6829,"orders.NUMBER_OF_ELEMENTS":303,"recommender.VALUE":"ORDER_BASED",};<not set>;<not set>;_glnfYGBXEem3FetPjQjq2g;1556116826769690449;1556116826771579673
$2;1556116826821000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.8431372549019608;1556116826783873794
$1;1556116826886000000;a126f5e1-ef61-4d04-81c0-e4d921349b80;4f67fc73-c621-448e-a4a6-4f6753c801a3;_ddiwgGRPEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116826848468804;1556116826848980084
$1;1556116826886000000;a126f5e1-ef61-4d04-81c0-e4d921349b80;4f67fc73-c621-448e-a4a6-4f6753c801a3;_K2mOEGRQEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116826848989370;1556116826849084466
$1;1556116826886000000;a126f5e1-ef61-4d04-81c0-e4d921349b80;4f67fc73-c621-448e-a4a6-4f6753c801a3;_dFsbwGRQEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116826849089001;1556116826849148907
$1;1556116826887000000;a126f5e1-ef61-4d04-81c0-e4d921349b80;4f67fc73-c621-448e-a4a6-4f6753c801a3;_9OxRAGRQEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116826849152779;1556116826849582289
$2;1556116826896000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.7419354838709677;1556116826858410424
$2;1556116826969000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.8275862068965517;1556116826931728570
$2;1556116827044000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.8333333333333333;1556116827006893498
$2;1556116827144000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.8974358974358975;1556116827106974869
$2;1556116827195000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.9523809523809523;1556116827157898675
$2;1556116827269000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.9032258064516129;1556116827231680355
$2;1556116827344000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.9310344827586208;1556116827306745588
$2;1556116827419000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1556116827381759428
$2;1556116827495000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1556116827457491030
$2;1556116827569000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1556116827531919876
$1;1556116827610000000;a126f5e1-ef61-4d04-81c0-e4d921349b80;4f67fc73-c621-448e-a4a6-4f6753c801a3;_FrlsUGRREemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116826849586793;1556116827572211290
$3;1556116827610000000;a126f5e1-ef61-4d04-81c0-e4d921349b80;4f67fc73-c621-448e-a4a6-4f6753c801a3;_fgN6Z2BTEem3FetPjQjq2g;{"items.NUMBER_OF_ELEMENTS":6829,"orders.NUMBER_OF_ELEMENTS":303,"recommender.VALUE":"PREPROC_SLOPE_ONE",};<not set>;<not set>;_glnfYGBXEem3FetPjQjq2g;1556116826848467030;1556116827572372723
$1;1556116827611000000;38aa5518-1ca0-4750-94e3-2bc46b798a4b;cad941fc-26b6-42dc-9fb5-35a8ecfadd01;_ddiwgGRPEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116827573344673;1556116827574133851
$1;1556116827612000000;38aa5518-1ca0-4750-94e3-2bc46b798a4b;cad941fc-26b6-42dc-9fb5-35a8ecfadd01;_K2mOEGRQEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116827574241330;1556116827574363453
$1;1556116827612000000;38aa5518-1ca0-4750-94e3-2bc46b798a4b;cad941fc-26b6-42dc-9fb5-35a8ecfadd01;_dFsbwGRQEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116827574369112;1556116827574441349
$1;1556116827613000000;38aa5518-1ca0-4750-94e3-2bc46b798a4b;cad941fc-26b6-42dc-9fb5-35a8ecfadd01;_9OxRAGRQEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116827574446658;1556116827575309596
$1;1556116827613000000;38aa5518-1ca0-4750-94e3-2bc46b798a4b;cad941fc-26b6-42dc-9fb5-35a8ecfadd01;_FrlsUGRREemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116827575321508;1556116827575932293
$3;1556116827613000000;38aa5518-1ca0-4750-94e3-2bc46b798a4b;cad941fc-26b6-42dc-9fb5-35a8ecfadd01;_fgN6Z2BTEem3FetPjQjq2g;{"items.NUMBER_OF_ELEMENTS":6829,"orders.NUMBER_OF_ELEMENTS":303,"recommender.VALUE":"POPULARITY",};<not set>;<not set>;_glnfYGBXEem3FetPjQjq2g;1556116827573339624;1556116827576095766
$1;1556116827615000000;00f50a4c-16f4-495c-aeae-ea4cf3c6f1fb;c91cfff5-1dac-4c1d-969e-b7c7961717dc;_ddiwgGRPEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116827576238630;1556116827577162298
$1;1556116827615000000;00f50a4c-16f4-495c-aeae-ea4cf3c6f1fb;c91cfff5-1dac-4c1d-969e-b7c7961717dc;_K2mOEGRQEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116827577179284;1556116827577533722
$1;1556116827615000000;00f50a4c-16f4-495c-aeae-ea4cf3c6f1fb;c91cfff5-1dac-4c1d-969e-b7c7961717dc;_dFsbwGRQEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116827577551016;1556116827577696266
$1;1556116827616000000;00f50a4c-16f4-495c-aeae-ea4cf3c6f1fb;c91cfff5-1dac-4c1d-969e-b7c7961717dc;_9OxRAGRQEemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116827577699630;1556116827578590792
$2;1556116827645000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1556116827607247563
$2;1556116827720000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1556116827682309485
$2;1556116827794000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1556116827756826797
$2;1556116827870000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.9285714285714286;1556116827832247393
$1;1556116827899000000;00f50a4c-16f4-495c-aeae-ea4cf3c6f1fb;c91cfff5-1dac-4c1d-969e-b7c7961717dc;_FrlsUGRREemGrPrX_y-VRA;_oro4gG3fEdy4YaaT-RYrLQ;1556116827578599500;1556116827861385450
