$0;1558526376216000000;1.13;KIEKER;Davids-MacBook-Pro.local;1;false;0;NANOSECONDS;0
$1;1558526376287000000;32dd37ab-86c1-411c-8383-1aefd1368a6b;fc51d731-a8db-45ac-bd98-3f6316664ced;_PcBfB3ZBEempQpRnYjFCyw;{"userItems.NUMBER_OF_ELEMENTS":83,};c00ac47a-9d5d-43fc-be85-b6e164f39bea;<not set>;_qCsJsHZDEempQpRnYjFCyw;1558526376282811474;1558526376283273192
$2;1558526376303000000;32dd37ab-86c1-411c-8383-1aefd1368a6b;c00ac47a-9d5d-43fc-be85-b6e164f39bea;_gkg_HHZDEempQpRnYjFCyw;_oro4gG3fEdy4YaaT-RYrLQ;1558526376287058017;1558526376298521780
$1;1558526376303000000;32dd37ab-86c1-411c-8383-1aefd1368a6b;c00ac47a-9d5d-43fc-be85-b6e164f39bea;_fgN6Z2BTEem3FetPjQjq2g;{"items.NUMBER_OF_ELEMENTS":652,"orders.NUMBER_OF_ELEMENTS":173,"recommender.VALUE":"SLOPE_ONE",};<not set>;<not set>;_glnfYGBXEem3FetPjQjq2g;1558526376271459517;1558526376303234615
$1;1558526376307000000;9ec56272-f267-46a5-87d8-bfef5ef80020;bf9214ca-7248-4278-a45e-72cc16531919;_PcBfB3ZBEempQpRnYjFCyw;{"userItems.NUMBER_OF_ELEMENTS":83,};eab6bf42-5fd0-460a-840b-72bf1686320a;<not set>;_qCsJsHZDEempQpRnYjFCyw;1558526376306502380;1558526376307108145
$2;1558526376626000000;9ec56272-f267-46a5-87d8-bfef5ef80020;eab6bf42-5fd0-460a-840b-72bf1686320a;_gkg_HHZDEempQpRnYjFCyw;_oro4gG3fEdy4YaaT-RYrLQ;1558526376307130953;1558526376625624617
$1;1558526376626000000;9ec56272-f267-46a5-87d8-bfef5ef80020;eab6bf42-5fd0-460a-840b-72bf1686320a;_fgN6Z2BTEem3FetPjQjq2g;{"items.NUMBER_OF_ELEMENTS":652,"orders.NUMBER_OF_ELEMENTS":173,"recommender.VALUE":"PREPROC_SLOPE_ONE",};<not set>;<not set>;_glnfYGBXEem3FetPjQjq2g;1558526376303810535;1558526376625713153
$1;1558526376628000000;cb65140d-3fff-4600-a1b4-e10bbc0a6d9c;048b663a-9a7b-40ea-b63a-d266f5478f0b;_PcBfB3ZBEempQpRnYjFCyw;{"userItems.NUMBER_OF_ELEMENTS":83,};652d1ed5-12f3-43f9-86d2-55bcf8c1e74e;<not set>;_qCsJsHZDEempQpRnYjFCyw;1558526376628048079;1558526376628236378
$2;1558526376628000000;cb65140d-3fff-4600-a1b4-e10bbc0a6d9c;652d1ed5-12f3-43f9-86d2-55bcf8c1e74e;_gkg_HHZDEempQpRnYjFCyw;_oro4gG3fEdy4YaaT-RYrLQ;1558526376628254749;1558526376628256988
$1;1558526376628000000;cb65140d-3fff-4600-a1b4-e10bbc0a6d9c;652d1ed5-12f3-43f9-86d2-55bcf8c1e74e;_fgN6Z2BTEem3FetPjQjq2g;{"items.NUMBER_OF_ELEMENTS":652,"orders.NUMBER_OF_ELEMENTS":173,"recommender.VALUE":"ORDER_BASED",};<not set>;<not set>;_glnfYGBXEem3FetPjQjq2g;1558526376626252504;1558526376628313180
$1;1558526376630000000;ea06397d-5dbf-41a5-bc98-9ac0d7622677;401606ed-be06-4eb9-a524-ef96a5e33610;_PcBfB3ZBEempQpRnYjFCyw;{"userItems.NUMBER_OF_ELEMENTS":83,};17c0902d-dcea-4a35-bb52-a5229ca4bba4;<not set>;_qCsJsHZDEempQpRnYjFCyw;1558526376629709444;1558526376630020365
$2;1558526376630000000;ea06397d-5dbf-41a5-bc98-9ac0d7622677;17c0902d-dcea-4a35-bb52-a5229ca4bba4;_gkg_HHZDEempQpRnYjFCyw;_oro4gG3fEdy4YaaT-RYrLQ;1558526376630042116;1558526376630349164
$1;1558526376630000000;ea06397d-5dbf-41a5-bc98-9ac0d7622677;17c0902d-dcea-4a35-bb52-a5229ca4bba4;_fgN6Z2BTEem3FetPjQjq2g;{"items.NUMBER_OF_ELEMENTS":652,"orders.NUMBER_OF_ELEMENTS":173,"recommender.VALUE":"POPULARITY",};<not set>;<not set>;_glnfYGBXEem3FetPjQjq2g;1558526376628568911;1558526376630490087
$3;1558526376777000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.86;1558526376776858212
$3;1558526376777000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1558526376776951194
$3;1558526376777000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1558526376776976612
$3;1558526376777000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1558526376776996065
$3;1558526376777000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1558526376777014510
$3;1558526376777000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1558526376777032746
$3;1558526376869000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1558526376868867127
$3;1558526376970000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1558526376970331142
$3;1558526377071000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1558526377070678487
$3;1558526377169000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1558526377168731492
$3;1558526377269000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1558526377269067685
$3;1558526377369000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.5958333333333334;1558526377368682915
$3;1558526377474000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.7749999999999999;1558526377473641798
$3;1558526377569000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.5609756097560975;1558526377568740911
$3;1558526377672000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.868421052631579;1558526377672456782
$3;1558526377769000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.9743589743589743;1558526377769145711
$3;1558526377872000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1558526377871971045
$3;1558526377970000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1558526377970126884
$3;1558526378069000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1558526378068875549
$3;1558526378169000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1558526378168908092
$3;1558526378274000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.8095238095238095;1558526378273649822
$3;1558526378369000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.6153846153846154;1558526378368886526
$3;1558526378469000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1558526378469072530
$3;1558526378569000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1558526378568990430
$3;1558526378671000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1558526378670786994
$3;1558526378774000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1558526378773640936
$3;1558526378869000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;1.0;1558526378869325404
$3;1558526378969000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;0.975609756097561;1558526378969446924
$3;1558526379073000000;<none>;_9fz90WBXEem3FetPjQjq2g;_oro4gG3fEdy4YaaT-RYrLQ;NaN;1558526379073226986
